"pos";"variable";"label";"value_labels"
"295";"scde11";"GEGENW.EHEP.: FACHSCHULABSCHLUSS";"[-41] DATENFEHLER"
"295";"scde11";"GEGENW.EHEP.: FACHSCHULABSCHLUSS";"[-10] TNZ: FILTER"
"295";"scde11";"GEGENW.EHEP.: FACHSCHULABSCHLUSS";"[-9] KEINE ANGABE"
"295";"scde11";"GEGENW.EHEP.: FACHSCHULABSCHLUSS";"[0] NICHT GENANNT"
"295";"scde11";"GEGENW.EHEP.: FACHSCHULABSCHLUSS";"[1] GENANNT"
"296";"scde13";"GEGENW.EHEP.: MEISTER-,TECHNIKERABSCHL.";"[-41] DATENFEHLER"
"296";"scde13";"GEGENW.EHEP.: MEISTER-,TECHNIKERABSCHL.";"[-10] TNZ: FILTER"
"296";"scde13";"GEGENW.EHEP.: MEISTER-,TECHNIKERABSCHL.";"[-9] KEINE ANGABE"
"296";"scde13";"GEGENW.EHEP.: MEISTER-,TECHNIKERABSCHL.";"[0] NICHT GENANNT"
"296";"scde13";"GEGENW.EHEP.: MEISTER-,TECHNIKERABSCHL.";"[1] GENANNT"
"297";"scde14";"GEGENW.EHEP.: FACHHOCHSCHULABSCHLUSS";"[-41] DATENFEHLER"
"297";"scde14";"GEGENW.EHEP.: FACHHOCHSCHULABSCHLUSS";"[-10] TNZ: FILTER"
"297";"scde14";"GEGENW.EHEP.: FACHHOCHSCHULABSCHLUSS";"[-9] KEINE ANGABE"
"297";"scde14";"GEGENW.EHEP.: FACHHOCHSCHULABSCHLUSS";"[0] NICHT GENANNT"
"297";"scde14";"GEGENW.EHEP.: FACHHOCHSCHULABSCHLUSS";"[1] GENANNT"
"298";"scde15";"GEGENW.EHEP.: HOCHSCHULABSCHLUSS";"[-41] DATENFEHLER"
"298";"scde15";"GEGENW.EHEP.: HOCHSCHULABSCHLUSS";"[-10] TNZ: FILTER"
"298";"scde15";"GEGENW.EHEP.: HOCHSCHULABSCHLUSS";"[-9] KEINE ANGABE"
"298";"scde15";"GEGENW.EHEP.: HOCHSCHULABSCHLUSS";"[0] NICHT GENANNT"
"298";"scde15";"GEGENW.EHEP.: HOCHSCHULABSCHLUSS";"[1] GENANNT"
"299";"scde16";"GEGENW.EHEP.: ANDERER BERUFL.ABSCHLUSS";"[-41] DATENFEHLER"
"299";"scde16";"GEGENW.EHEP.: ANDERER BERUFL.ABSCHLUSS";"[-10] TNZ: FILTER"
"299";"scde16";"GEGENW.EHEP.: ANDERER BERUFL.ABSCHLUSS";"[-9] KEINE ANGABE"
"299";"scde16";"GEGENW.EHEP.: ANDERER BERUFL.ABSCHLUSS";"[0] NICHT GENANNT"
"299";"scde16";"GEGENW.EHEP.: ANDERER BERUFL.ABSCHLUSS";"[1] GENANNT"
"300";"scde05";"GEGENW.EHEP.: KEIN BERUFL.ABSCHLUSS";"[-41] DATENFEHLER"
"300";"scde05";"GEGENW.EHEP.: KEIN BERUFL.ABSCHLUSS";"[-10] TNZ: FILTER"
"300";"scde05";"GEGENW.EHEP.: KEIN BERUFL.ABSCHLUSS";"[-9] KEINE ANGABE"
"300";"scde05";"GEGENW.EHEP.: KEIN BERUFL.ABSCHLUSS";"[0] NICHT GENANNT"
"300";"scde05";"GEGENW.EHEP.: KEIN BERUFL.ABSCHLUSS";"[1] GENANNT"
"301";"scde17";"GEGENW.EHEP.: ART DES FH-ABSCHLUSSES";"[-42] DATENFEHLER: MFN"
"301";"scde17";"GEGENW.EHEP.: ART DES FH-ABSCHLUSSES";"[-41] DATENFEHLER"
"301";"scde17";"GEGENW.EHEP.: ART DES FH-ABSCHLUSSES";"[-10] TNZ: FILTER"
"301";"scde17";"GEGENW.EHEP.: ART DES FH-ABSCHLUSSES";"[-9] KEINE ANGABE"
"301";"scde17";"GEGENW.EHEP.: ART DES FH-ABSCHLUSSES";"[1] BACHELOR"
"301";"scde17";"GEGENW.EHEP.: ART DES FH-ABSCHLUSSES";"[2] MASTER"
"301";"scde17";"GEGENW.EHEP.: ART DES FH-ABSCHLUSSES";"[3] DIPLOM"
"301";"scde17";"GEGENW.EHEP.: ART DES FH-ABSCHLUSSES";"[4] MAGISTER"
"301";"scde17";"GEGENW.EHEP.: ART DES FH-ABSCHLUSSES";"[5] STAATSEXAMEN"
"301";"scde17";"GEGENW.EHEP.: ART DES FH-ABSCHLUSSES";"[6] PROMOTION"
"301";"scde17";"GEGENW.EHEP.: ART DES FH-ABSCHLUSSES";"[7] SONSTIGER ABSCHLUSS"
"302";"scde18";"GEGENW.EHEP.: ART DES UNI-ABSCHLUSSES";"[-42] DATENFEHLER: MFN"
"302";"scde18";"GEGENW.EHEP.: ART DES UNI-ABSCHLUSSES";"[-41] DATENFEHLER"
"302";"scde18";"GEGENW.EHEP.: ART DES UNI-ABSCHLUSSES";"[-10] TNZ: FILTER"
"302";"scde18";"GEGENW.EHEP.: ART DES UNI-ABSCHLUSSES";"[-9] KEINE ANGABE"
"302";"scde18";"GEGENW.EHEP.: ART DES UNI-ABSCHLUSSES";"[1] BACHELOR"
"302";"scde18";"GEGENW.EHEP.: ART DES UNI-ABSCHLUSSES";"[2] MASTER"
"302";"scde18";"GEGENW.EHEP.: ART DES UNI-ABSCHLUSSES";"[3] DIPLOM"
"302";"scde18";"GEGENW.EHEP.: ART DES UNI-ABSCHLUSSES";"[4] MAGISTER"
"302";"scde18";"GEGENW.EHEP.: ART DES UNI-ABSCHLUSSES";"[5] STAATSEXAMEN"
"302";"scde18";"GEGENW.EHEP.: ART DES UNI-ABSCHLUSSES";"[6] PROMOTION"
"302";"scde18";"GEGENW.EHEP.: ART DES UNI-ABSCHLUSSES";"[7] SONSTIGER ABSCHLUSS"
"303";"sciscd97";"GEGENW.EHEP.: ISCED 1997 - 6 STUFEN";"[-32] NICHT GENERIERBAR"
"303";"sciscd97";"GEGENW.EHEP.: ISCED 1997 - 6 STUFEN";"[-10] TNZ: FILTER"
"303";"sciscd97";"GEGENW.EHEP.: ISCED 1997 - 6 STUFEN";"[1] BASIC EDUCATION"
"303";"sciscd97";"GEGENW.EHEP.: ISCED 1997 - 6 STUFEN";"[2] LOWER SECONDARY"
"303";"sciscd97";"GEGENW.EHEP.: ISCED 1997 - 6 STUFEN";"[3] UPPER SECONDARY"
"303";"sciscd97";"GEGENW.EHEP.: ISCED 1997 - 6 STUFEN";"[4] POST SECONDARY"
"303";"sciscd97";"GEGENW.EHEP.: ISCED 1997 - 6 STUFEN";"[5] HIGHER, TERTIARY"
"303";"sciscd97";"GEGENW.EHEP.: ISCED 1997 - 6 STUFEN";"[6] UPPER TERTIARY"
"304";"sciscd11";"GEGENW.EHEP.: ISCED 2011";"[-32] NICHT GENERIERBAR"
"304";"sciscd11";"GEGENW.EHEP.: ISCED 2011";"[-10] TNZ: FILTER"
"304";"sciscd11";"GEGENW.EHEP.: ISCED 2011";"[1] PRIMARY EDUCATION"
"304";"sciscd11";"GEGENW.EHEP.: ISCED 2011";"[2] LOWER SECONDARY"
"304";"sciscd11";"GEGENW.EHEP.: ISCED 2011";"[3] UPPER SECONDARY"
"304";"sciscd11";"GEGENW.EHEP.: ISCED 2011";"[4] POST SECONDARY"
"304";"sciscd11";"GEGENW.EHEP.: ISCED 2011";"[5] SHORT-CYCLE TERTIARY"
"304";"sciscd11";"GEGENW.EHEP.: ISCED 2011";"[6] BACHELOR LEVEL"
"304";"sciscd11";"GEGENW.EHEP.: ISCED 2011";"[7] MASTER LEVEL"
"304";"sciscd11";"GEGENW.EHEP.: ISCED 2011";"[8] DOCTORAL LEVEL"
"305";"scwork";"GEGENWAERTIGER EHEP. BERUFSTAETIG?";"[-42] DATENFEHLER: MFN"
"305";"scwork";"GEGENWAERTIGER EHEP. BERUFSTAETIG?";"[-41] DATENFEHLER"
"305";"scwork";"GEGENWAERTIGER EHEP. BERUFSTAETIG?";"[-10] TNZ: FILTER"
"305";"scwork";"GEGENWAERTIGER EHEP. BERUFSTAETIG?";"[-9] KEINE ANGABE"
"305";"scwork";"GEGENWAERTIGER EHEP. BERUFSTAETIG?";"[1] HAUPTBERUFL.VOLLZEIT"
"305";"scwork";"GEGENWAERTIGER EHEP. BERUFSTAETIG?";"[2] HAUPTBERUFL.TEILZEIT"
"305";"scwork";"GEGENWAERTIGER EHEP. BERUFSTAETIG?";"[3] NEBENHER BERUFSTAET."
"305";"scwork";"GEGENWAERTIGER EHEP. BERUFSTAETIG?";"[4] NICHT ERWERBSTAETIG"
"306";"scdw01";"GEGENW.EHEP.: JETZIGE BERUFL. STELLUNG";"[-42] DATENFEHLER: MFN"
"306";"scdw01";"GEGENW.EHEP.: JETZIGE BERUFL. STELLUNG";"[-41] DATENFEHLER"
"306";"scdw01";"GEGENW.EHEP.: JETZIGE BERUFL. STELLUNG";"[-10] TNZ: FILTER"
"306";"scdw01";"GEGENW.EHEP.: JETZIGE BERUFL. STELLUNG";"[-9] KEINE ANGABE"
"306";"scdw01";"GEGENW.EHEP.: JETZIGE BERUFL. STELLUNG";"[1] LANDWIRT"
"306";"scdw01";"GEGENW.EHEP.: JETZIGE BERUFL. STELLUNG";"[2] AKADEM.FREIER BERUF"
"306";"scdw01";"GEGENW.EHEP.: JETZIGE BERUFL. STELLUNG";"[3] SONST.SELBSTAENDIGE"
"306";"scdw01";"GEGENW.EHEP.: JETZIGE BERUFL. STELLUNG";"[4] BEAMT,RICHTER,SOLDAT"
"306";"scdw01";"GEGENW.EHEP.: JETZIGE BERUFL. STELLUNG";"[5] ANGESTELLTER"
"306";"scdw01";"GEGENW.EHEP.: JETZIGE BERUFL. STELLUNG";"[6] ARBEITER"
"306";"scdw01";"GEGENW.EHEP.: JETZIGE BERUFL. STELLUNG";"[8] MITHELF.FAMILIENANG."
"306";"scdw01";"GEGENW.EHEP.: JETZIGE BERUFL. STELLUNG";"[9] GENOSSENSCHAFTSBAUER"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[-42] DATENFEHLER: MFN"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[-41] DATENFEHLER"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[-10] TNZ: FILTER"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[-9] KEINE ANGABE"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[10] LANDWIRT,<10 HA"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[11] LANDWIRT,10-19HA"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[12] LANDWIRT,20-49HA"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[13] LANDWIRT,>49 HA"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[14] FREIBER,OHNE MITARB."
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[15] FREIBERUFLER, 1 MIT."
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[16] FREIBER.,2-9MITARB."
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[17] FREIBERUFLER,>9 MIT."
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[20] SELBST.,OHNE MITARB."
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[21] SELBST., 1 MITARB."
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[22] SELBST.,2-9 MIT."
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[23] SELBST.,10-49 MIT."
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[24] SELBST.,>49 MITARB."
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[30] MITHELF.FAMILIENANG."
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[40] BEAMTE,EINF.DIENST"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[41] BEAMTE,MITTLERER D."
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[42] BEAMTE,GEHOB.DIENST"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[43] BEAMTE,HOEHERER D."
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[50] MEISTER I.ANGEST.VER"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[51] ANGEST,EINFACH.TAET."
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[52] ANGEST,SCHWIERIG.TAE"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[53] ANGEST,SELBST.TAETIG"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[54] ANGEST,FUEHRUNGSTAET"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[60] ARBEITER,UNGELERNT"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[61] ARBEITER,ANGELERNT"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[62] FACHARB.+GELERNTE A."
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[63] VORARB,KOLONNENFUEHR"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[64] MEISTER, POLIERE"
"307";"scdw02";"GEGENW.EHEP.: JETZIGE BERUFL.STELLUNG,KZ";"[65] GENOSSENSCHAFTSBAUER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[-41] DATENFEHLER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[-33] NICHT BESTIMMBAR"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[-10] TNZ: FILTER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[-9] KEINE ANGABE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[110] STREITKRAEFTE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1140] LEIT.BED.:INTR.ORG."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1142] LEIT.BED.:WIRT.VERB."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1200] GESCHAEFTSLEITER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1210] DIREKTOR,H.GESCH.F."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1222] OP.LEIT.:VERARB.GEW."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1227] OP.LEIT.:GEW.DIENSTE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1229] AND.OPERATIONSLEITER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1231] VERWALTUNGSLEITER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1232] PERSONALLEITER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1233] VERK.-,ABSATZLEITER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1236] EDV-ABTEILUNGSLEITER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1239] AND.BEREICHSLEITER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1300] BETRIEBSLEITER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1314] BETR.LEIT.:HANDEL"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1315] BETR.LEIT.:HOTEL U.A"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[1319] AND.BETRIEBSLEITER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2113] CHEMIKER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2121] MATHEMATIKER U.AE."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2131] SYSTEMPLANER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2139] AND.INFORMATIKER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2141] ARCHIT.,STADTPLANER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2142] BAUINGENIEURE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2143] ELEKTROINGENIEURE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2144] ELEKTRONIKINGENIEURE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2145] MASCHINENBAUINGEN."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2146] CHEMIEINGENIEURE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2147] BERGBAUINGENIEURE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2149] AND.ING.+ARCHITEKTEN"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2211] BIOLOGE,BOT.,ZOOLOGE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2213] AGRARWISSENSCHAFTLER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2221] AERZTE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2222] ZAHNAERZTE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2223] TIERAERZTE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2224] APOTHEKER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2310] HOCHSCHULLEHRER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2320] SEKUNDARBER.LEHRER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2331] WISS.PRIMARB.LEHRER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2340] WISS.SONDERS.LEHRER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2359] AND.WISSENS.LEHRER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2411] BUCHPRUEFER U.AE."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2412] PERSONALFACHLEUTE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2419] AND.ORGAN.EXPERTEN"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2421] ANWAELTE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2422] RICHTER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2429] ANDERE JURISTEN"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2431] ARCHIVARE,KURATOREN"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2432] BIBLIOTHEKARE U.AE."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2441] WIRTSCHAFTSWISSENS."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2444] PHILOLOGEN,UEBERSETZ"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2445] PSYCHOLOGEN"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2446] SOZIALARBEITER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2451] SCHRIFTST.,JOURNAL."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2452] BILDHAUER,KUNSTMALER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2453] MUSIKSCHAFFENDE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2454] TAENZER,CHOREOGRAPH."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2460] GEISTLICHE,SEELSORG."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[2470] WISS.VERW.OEF.DIENST"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3111] CHEMO-,PHYSIKOTECHN."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3112] BAUTECHNIKER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3113] ELEKTROTECHNIKER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3115] MASCHINENBAUTECHNIK."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3117] BERGBAU-HUETTENTECH."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3118] TECHNISCHE ZEICHNER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3119] AND.ING.TECHNIKER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3121] DATENVERARB.ASSIST."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3122] DATENVERARB.BEDIENER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3131] BEDIEN.BILD-,TONAUFZ"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3133] BEDIEN.MEDIZ.GERAETE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3139] AND.OPT.ELEKTR.BED."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3151] BAU-,BRANDKONTROLLE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3152] SICHERH.+QUAL.KONTR."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3211] BIOTECHNIKER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3212] AGRAR-,FORSTW.TECHN."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3223] ERNAEHRUNGSBERATER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3226] PHYSIOTHERAP. U.AE."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3228] PHARMAZEUT.ASSISTENT"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3229] AND.MEDIZ.FACHBERUFE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3231] KRANKENSCHWESTERN"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3320] N.WISS.VORSCH.LEHRER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3330] N.WISS.SONDER.LEHRER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3340] AND.NICHTWISS.LEHRER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3412] VERSICHER.VERTRETER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3413] IMMOBILIENMAKLER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3415] HANDELSVERTRETER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3416] EINKAEUFER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3419] AND.FIN.+VERK.FACHKR"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3421] HANDELSMAKLER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3429] AND.VERMITTL.DIENSTE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3431] VERWALTUNGSSEKRETAER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3432] RECHTSFACHKR. U.AE."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3433] BUCHHALTER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3442] STEUERBEDIENSTETE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3443] SOZIALVERW.BEDIENST."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3449] AND.OEFF.VERW.FACHKR"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3450] POLIZEIKOMMISS.U.AE."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3460] SOZIALPFLEGEBERUFE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[3471] DEKORATEURE,DESIGNER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[4113] DATENERFASSER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[4115] SEKRETAERINNEN,-RE"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[4121] BUCHHALTER+RECHNUNG"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[4122] STATISTIK+FINANZANG."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[4131] LAGERVERWALTER"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[4132] MATERIALPLANER U.AE."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[4133] SPEDITIONSANGESTELLT"
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[4141] BIBLIOTH+REGIST.ANG."
"308";"scisco88";"GEGENW.EHEP.: JETZIGER BERUF, ISCO 1988";"[4142] POSTVERTEILER U.AE."
